id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights
3638973,Park View. Spacious Bright @ 29Ave Skytrain,Renfrew-Collingwood,49.2443,-123.04941,Private room,55.0,30
3678989,Kriszta's Lovely Little Hideaway,Grandview-Woodland,49.27192,-123.06435,Entire home/apt,149.0,3
3679016,Charming Cozy Condo Commercial Dr Licence# (Phone number hidden by Airbnb),Grandview-Woodland,49.27317,-123.07397,Entire home/apt,117.0,3
3698334,1 Block From The Ocean & Beach,Kitsilano,49.27095,-123.15178,Private room,52.0,30
3742414,Luxurious New 2-BR Laneway House,West Point Grey,49.26043,-123.18696,Entire home/apt,200.0,2
3760027,Modern Downtown Condo with View,Downtown,49.28367,-123.11636,Entire home/apt,165.0,30
3803319,Family home in Mount Pleasant,Mount Pleasant,49.25724,-123.08574,Entire home/apt,249.0,4
3812348,"Cosy room near scenic park, pvt BR",Riley Park,49.2357,-123.10428,Private room,59.0,1
3829365,Private Garden space on the drive.,Grandview-Woodland,49.26996,-123.06884,Entire home/apt,90.0,1
3857478,Downtown Vancouver No Car Required,West End,49.2831,-123.13365,Entire home/apt,190.0,2
3859085,Perfect Find for Solo Traveler!,Mount Pleasant,49.25895,-123.10724,Private room,82.0,3
3877365,Private garden room.,Grandview-Woodland,49.27085,-123.06349,Private room,75.0,2
3887660,Almond Park 2BR Suite - Perfect Kitsilano Location,Kitsilano,49.26105,-123.18288,Entire home/apt,175.0,30
3888379,"\"Budget&Beautiful 2 bedroom on \"\"The Drive\"\"\"",Grandview-Woodland,49.26726,-123.06678,Entire home/apt,94.0,5
3916321,Gastown 1 Bed with North Shore view,Downtown Eastside,49.2838,-123.10815,Entire home/apt,124.0,30
3932791,Kitsilano Cherry Blossom Suite,Kitsilano,49.2631,-123.17888,Entire home/apt,130.0,4
3950906,Beautiful Kitsilano 3 Bedroom Apt,Kitsilano,49.2663,-123.14684,Entire home/apt,185.0,2
3971726,Best of Downtown-New 1Br&Parking,Downtown,49.28029,-123.12015,Entire home/apt,98.0,30
3979710,Classic Kitsilano - Private Suite,Kitsilano,49.2669,-123.16217,Entire home/apt,139.0,30
3994011,202-Deluxe Studio by Stanley Park,West End,49.29263,-123.14085,Entire home/apt,49.0,30
4016671,Modern Studio on Commercial Dr.,Grandview-Woodland,49.26645,-123.06893,Entire home/apt,108.0,3
4041954,Mount Pleasant garden suite.,Mount Pleasant,49.26013,-123.08353,Entire home/apt,85.0,30
4052756,Spacious bedroom in nice home,Hastings-Sunrise,49.28085,-123.02916,Private room,87.0,2
4054111,"Super Spacious, Central Apartment with a Stylish Vibe.",Mount Pleasant,49.25917,-123.10786,Entire home/apt,249.0,2
4070759,"Spacious, Modern King 1BDR  2 Bath",Mount Pleasant,49.25845,-123.10975,Entire home/apt,199.0,2
4075378,"Relax, Enjoy and Stay @ MYPlace",Downtown,49.27384,-123.12407,Entire home/apt,115.0,30
4104870,Vineyard Suite @ Grandview House,Grandview-Woodland,49.27194,-123.07095,Entire home/apt,135.0,5
4106320,10th Floor Penthouse Davie Village,West End,49.28272,-123.13255,Private room,75.0,4
4110475,Cozy Basement Suite,Hastings-Sunrise,49.27913,-123.05547,Entire home/apt,82.0,30
4137579,"Charming Suite In Historic Grandview Woodland\"\"",Grandview-Woodland,49.27753,-123.06802,Entire home/apt,139.0,3
4145030,Luxury Private room w/ Private Bath,Killarney,49.2282,-123.03078,Private room,96.0,3
4151438,* Trout Lake Haven * 2 bedroom suite,Kensington-Cedar Cottage,49.25168,-123.05968,Entire home/apt,161.0,2
4195069,Home at Kitsilano beach,Kitsilano,49.27084,-123.16721,Entire home/apt,535.0,7
4203098,"Cozy/Large Suite in Kitsilano, Close To Downtown",Kitsilano,49.26513,-123.16761,Private room,70.0,2
4217858,"Funky, Spacious 2BDRM Gastown Loft with Balcony",Downtown Eastside,49.28385,-123.10467,Entire home/apt,344.0,30
4244379,"CHIC DOWNTOWN w/ NESPRESSO, PARKING",Downtown Eastside,49.28109,-123.10671,Entire home/apt,247.0,3
4278512,"Spacious 2 bed, 2 bth. Downtown - Best Location!",Downtown,49.27938,-123.10774,Entire home/apt,250.0,5
4334640,"Bright, Modern Loft - Hip Main St.",Strathcona,49.27628,-123.09876,Entire home/apt,228.0,3
4348412,Kitsilano Garden level cozy Suite,Kitsilano,49.26865,-123.16865,Entire home/apt,120.0,2
4351464,Private Hotel-Style Room & Bath Downtown Yaletown,Downtown,49.27552,-123.12729,Private room,75.0,2
4377155,Cozy Family Friendly House - 3 bed+ den,Mount Pleasant,49.25741,-123.07806,Entire home/apt,136.0,5
4395511,PVT ROOM#1 w/PRIVATE entrance in NEW HOME,Renfrew-Collingwood,49.23674,-123.03243,Private room,45.0,4
4404431,"3 bed, 2.5 bath - modern, central",Kitsilano,49.26386,-123.14839,Entire home/apt,495.0,5
4418911,1 Bedroom Apartment on Kitsilano Beach,Kitsilano,49.27195,-123.15185,Entire home/apt,159.0,4
4423470,D44 - 2 bedroom suite in Vancouver,Downtown,49.27386,-123.12521,Entire home/apt,100.0,30
4423942,Modern 2 Bedroom Kitsilano Beach Apartment,Kitsilano,49.26786,-123.17663,Entire home/apt,149.0,2
4441544,Cosy 1BD with Balcony in West End,West End,49.28943,-123.13447,Entire home/apt,71.0,30
4465400,Beautiful home in Vancouver,Kitsilano,49.27177,-123.16128,Entire home/apt,500.0,2
4485577,Comfortable en-suite bedroom #1,Renfrew-Collingwood,49.25195,-123.0257,Private room,59.0,2
4493377,Along the Garden Path,Kitsilano,49.26137,-123.16982,Entire home/apt,139.0,30
4494498,Luxury Subpenthouse in Yaletown,Downtown,49.27634,-123.13256,Entire home/apt,120.0,1
4510264,Large beautiful 2 story family home,Hastings-Sunrise,49.27139,-123.04144,Entire home/apt,200.0,5
4517470,Waterfront property/mountain view,Hastings-Sunrise,49.28826,-123.04123,Private room,55.0,2
4527258,"Private Cozy Room/Gym/Pool/Sauna,..",Downtown,49.28355,-123.11281,Private room,45.0,30
4550506,Head to Main Street for This Stylishly Renovated Apartment,Mount Pleasant,49.25748,-123.10509,Entire home/apt,84.0,7
4558496,"Quiet, Clean and Comfortable",West End,49.28677,-123.13203,Private room,148.0,2
4568364,Spacious 2-bedrooms in West Point Grey,West Point Grey,49.26466,-123.19926,Entire home/apt,156.0,1
4568675,The Lotus Room -  30 day discounts,Kitsilano,49.26462,-123.16628,Private room,100.0,30
4588807,Modern Condo Living,Mount Pleasant,49.2721,-123.10102,Private room,80.0,30
4594376,"Waterfront townhome, perfectly situated.",Hastings-Sunrise,49.2899,-123.04233,Private room,90.0,3
4614439,D16 - 3 bedroom duplex,Downtown Eastside,49.27783,-123.08515,Entire home/apt,117.0,30
4624838,Private top floor of lovely craftsman home,Mount Pleasant,49.26233,-123.0905,Private room,80.0,2
4633264,1 BD Coal Harbour condo in the city centre,West End,49.28733,-123.12761,Entire home/apt,150.0,30
4649490,FABULOUS HERITAGE LOFT,Downtown Eastside,49.28058,-123.10076,Entire home/apt,499.0,30
4659229,StudioSweet,Riley Park,49.25134,-123.10104,Entire home/apt,100.0,3
4692393,SweetSuite,Riley Park,49.25276,-123.10297,Entire home/apt,110.0,3
4716495,Heart of the City Apartment,Downtown,49.27815,-123.12049,Entire home/apt,126.0,30
4747128,"Sunset Beach Apt, Amazing Ocean Views & Amenities",Downtown,49.27633,-123.13354,Entire home/apt,276.0,4
4763948,Casa Fina Cove - Private Basement Suite,Kensington-Cedar Cottage,49.25335,-123.08756,Entire home/apt,100.0,1
4787924,Trout Lake Urban Coach House,Kensington-Cedar Cottage,49.25123,-123.06065,Entire home/apt,65.0,30
4849995,W1 - Waterfront Yaletown Condo with City & Water Views,Downtown,49.27289,-123.12748,Entire home/apt,250.0,30
4871974,Private guest space in heritage house,Downtown Eastside,49.27754,-123.08911,Private room,76.0,3
4888430,Elegant Private Suite off Broadway,Mount Pleasant,49.26147,-123.08229,Entire home/apt,89.0,3
4902682,Heritage Home Off Commercial Drive,Grandview-Woodland,49.27471,-123.06818,Entire home/apt,425.0,3
4942126,Granville Isl water/pastoral view,Fairview,49.26632,-123.12774,Private room,84.0,3
4947735,Light-filled West Coast Mid-Century Family Home,Arbutus Ridge,49.25196,-123.16905,Entire home/apt,776.0,28
4958622,Trendy 2 storey loft downtown + 1 parking,Downtown,49.27843,-123.1202,Entire home/apt,160.0,4
4995055,Bright & Light Main St. Garden Suite,Riley Park,49.2438,-123.09634,Entire home/apt,66.0,25
5005722,Spacious Character in Point Grey,West Point Grey,49.25972,-123.20526,Entire home/apt,275.0,4
5005883,Bright & Spacious 4BR Central Van!!,Mount Pleasant,49.26047,-123.08304,Entire home/apt,276.0,2
5007196,Crosstown Bedroom Downtown Vancouver,Downtown,49.27948,-123.10862,Private room,124.0,1
5040320,Gorgeous 1-Bdr – Walk Everywhere!,West End,49.2819,-123.12588,Entire home/apt,138.0,30
5057615,Stylish 1-bedroom in Mt. Pleasant,Mount Pleasant,49.25933,-123.08327,Entire home/apt,89.0,2
5086471,European getaway in the heart of the city!,Downtown,49.27865,-123.11753,Entire home/apt,200.0,2
5089343,Vancouver SUPER location view 1-bedroom suite.,West End,49.28165,-123.12841,Private room,2000.0,2
5104823,Character Home on Commercial Drive,Grandview-Woodland,49.26792,-123.06818,Entire home/apt,210.0,3
5170685,Furnished one bedroom downtown facing North west,Downtown,49.2808,-123.12563,Entire home/apt,155.0,30
5240477,Fabulous Beach Side Private Apt,Kitsilano,49.27223,-123.16657,Entire home/apt,282.0,3
5250038,Best Apartment by Commercial Drive,Grandview-Woodland,49.26587,-123.05998,Entire home/apt,120.0,2
5257529,"Entire basement bachelor suite, separate entrance",Kensington-Cedar Cottage,49.26056,-123.07508,Private room,75.0,3
5261845,Private Master bedroom in a luxury Yaletown condo,Downtown,49.27901,-123.12165,Private room,129.0,30
5278749,Main Street Apartment,Mount Pleasant,49.26596,-123.09897,Entire home/apt,80.0,2
5315811,"Bright, fully furnished suite",Fairview,49.25805,-123.12201,Private room,75.0,30
5347437,Modern 1 bedroom 1 Den Parking Tinseltown Gastown,Downtown,49.27919,-123.11025,Entire home/apt,200.0,1
5354597,Your private suite in Vancouver!,Victoria-Fraserview,49.232,-123.07403,Entire home/apt,75.0,5
5384454,private room with private bathroom,Kitsilano,49.26838,-123.15897,Private room,110.0,2
5391067,Artistic Space Close to Gastown,Downtown Eastside,49.28096,-123.09448,Entire home/apt,80.0,2
5423637,Gorgeous City Views from a Relaxed Apartment,Downtown,49.28078,-123.12407,Entire home/apt,130.0,30
5439203,CENTRAL DOWNTOWN YALETOWN VANCOUVER + PARKING,Downtown,49.27644,-123.12557,Entire home/apt,118.0,30
5442788,Hot Spot in the Heart of Vancouver,Downtown,49.28074,-123.12544,Entire home/apt,94.0,30
5457913,Spacious one bedroom suite,Dunbar Southlands,49.24928,-123.17378,Entire home/apt,90.0,2
5459210,A Mount Pleasant Gem,Mount Pleasant,49.25837,-123.08012,Entire home/apt,130.0,10
5471844,"Large, Modern & Private Space",Kensington-Cedar Cottage,49.24731,-123.08777,Private room,89.0,1
5482135,Cozy and Beautiful 3BD Home,Renfrew-Collingwood,49.24382,-123.03986,Entire home/apt,169.0,2
5490474,Two Bedrooms in Basement (Kits) - close to Beach,Kitsilano,49.2708,-123.18249,Entire home/apt,69.0,30
5571829,Downtown Vancouver Studio,Downtown,49.27761,-123.12266,Entire home/apt,109.0,30
5602997,Beautiful 2-bd Modern home,Grandview-Woodland,49.27584,-123.06463,Entire home/apt,185.0,2
5631903,Comfy Garden Suite Close to Town,South Cambie,49.25034,-123.12425,Entire home/apt,108.0,1
5638554,Modern Mount Pleasant condo!,Mount Pleasant,49.26356,-123.09912,Entire home/apt,180.0,2
5642121,"Modern, Urban Commercial Drive Home",Grandview-Woodland,49.26974,-123.05738,Entire home/apt,200.0,1
5649604,"Spacious, quiet Air BnB in the heart of Vancouver!",Grandview-Woodland,49.27532,-123.06438,Entire home/apt,149.0,2
5698137,Kitsilano Retreat,Kitsilano,49.27047,-123.17883,Entire home/apt,558.0,7
5747556,Mosaic Suite @ Grandview House,Grandview-Woodland,49.27094,-123.07077,Entire home/apt,125.0,30
5759976,Modern Condo on Keefer Street (Downtown/Chinatown),Downtown Eastside,49.27911,-123.09912,Entire home/apt,124.0,4
5795871,150 One Bedroom at the Wall Centre,Downtown,49.27933,-123.12746,Entire home/apt,89.0,30
5807056,"Low Monthly - Davie, Robson, & Scenic Stanley Park",West End,49.28534,-123.1337,Entire home/apt,177.0,30
5808094,Spectacular View in Yaletown & Park,Downtown,49.27469,-123.12297,Entire home/apt,249.0,30
5814747,"Modern Guesthouse Suite 5 min to train, no kitchen",Renfrew-Collingwood,49.24577,-123.05103,Entire home/apt,70.0,2
5826630,Heart of Downtown Vancouver,Downtown,49.2818,-123.12491,Entire home/apt,136.0,3
5852402,Bright & modern main floor bedroom in quiet home.,Dunbar Southlands,49.24174,-123.17798,Private room,70.0,30
5877217,Newly Renovated 1 Bedroom w Den Downtown,West End,49.2893,-123.12916,Entire home/apt,120.0,30
5880681,"Charming, spacious Vancouver home with a view",West Point Grey,49.26495,-123.19174,Entire home/apt,375.0,4
5881530,Private. Trendy Neighbourhood. Sleeps 5.,Grandview-Woodland,49.27504,-123.06423,Entire home/apt,135.0,2
5946455,West End English Bay View Great loc.,West End,49.28237,-123.13471,Entire home/apt,135.0,30
5947740,Enjoy Downtown Vancouver Living/ Parking / AC,Downtown,49.28408,-123.1134,Entire home/apt,101.0,30
6018284,Beautiful Heritage home with 3 bedrooms,Grandview-Woodland,49.27412,-123.06049,Entire home/apt,250.0,2
6021380,"NEW LUXURY Penthouse, City VIEW, Free Parking",Downtown Eastside,49.2805,-123.09944,Entire home/apt,265.0,5
6032973,"Spacious 4br home by Jericho beach, UBC",West Point Grey,49.26644,-123.1913,Entire home/apt,549.0,3
6033421,Adanac Garden Suite (1BD),Hastings-Sunrise,49.27842,-123.05467,Entire home/apt,90.0,5
6033696,New! Modern 1 bed+den @Heart of Van,Downtown Eastside,49.28145,-123.10496,Entire home/apt,138.0,30
6045404,Bright family home in Trendy Main Street Area,Riley Park,49.24341,-123.09507,Entire home/apt,400.0,10
6154737,Stunning contemporary home,Riley Park,49.24331,-123.09101,Entire home/apt,349.0,5
6170160,Budget twin bed room in Dunbar,Dunbar Southlands,49.24019,-123.18534,Private room,68.0,3
6171113,Cheerio BonBon home near Granville Island,Fairview,49.26537,-123.13504,Entire home/apt,129.0,30
6180007,"Historic Strathcona - Walk, bike!",Downtown Eastside,49.27795,-123.09325,Entire home/apt,175.0,2
6186461,Where locals live- not downtown!,Renfrew-Collingwood,49.249,-123.0447,Entire home/apt,77.0,1
6226872,Bright Suite Bikable & Near Transit,Hastings-Sunrise,49.26212,-123.04001,Entire home/apt,54.0,5
6249125,Vancouver Sanctuary Mount Pleasant & Rooftop Patio,Mount Pleasant,49.26352,-123.10139,Entire home/apt,300.0,2
6256508,Beverly: The Champagne of Downtown,Downtown,49.28161,-123.12328,Entire home/apt,80.0,30
6270968,Downtown Vancouver,Downtown,49.28017,-123.1206,Entire home/apt,349.0,30
6285444,Designer House w/PLAYROOM+GARDEN 5min to Downtown,Mount Pleasant,49.26137,-123.09304,Entire home/apt,565.0,2
6324453,Character home ideal for families!,Mount Pleasant,49.26088,-123.09389,Entire home/apt,749.0,3
6347338,Elegant Cottage Style Suite,Riley Park,49.24952,-123.1088,Entire home/apt,106.0,30
6408841,Luxurious & Convenient 2BR w/HUGE patio & parking!,Downtown,49.27999,-123.10846,Entire home/apt,375.0,2
6416204,Penthouse with Private Rooftop Deck,West End,49.27942,-123.13355,Entire home/apt,162.0,30
6416686,300 sqf  Ensuite,Renfrew-Collingwood,49.24505,-123.0479,Private room,62.0,30
6425616,"Amazing Views, Designer Apartment, Netflix Location Shoot",Downtown,49.281,-123.10792,Entire home/apt,499.0,30
6448971,"Modern, Zen, Character Home= City Central",Sunset,49.229,-123.09328,Entire home/apt,570.0,2
6461288,2Bdrm home in the heart of Vancouer,Fairview,49.25715,-123.11961,Entire home/apt,210.0,30
6468462,Beautiful House by Commercial Drive,Grandview-Woodland,49.26582,-123.06666,Entire home/apt,245.0,7
6492982,Beautiful quiet residential street,Kerrisdale,49.21665,-123.14863,Private room,79.0,2
6494884,Lovely 3-bedroom home,Grandview-Woodland,49.27186,-123.06228,Entire home/apt,339.0,3
6577999,Large Designer Studio@ DT Vancouver!,Downtown,49.27864,-123.12805,Entire home/apt,119.0,30
6590164,Lovely Kits Character Home - Close to beach,Kitsilano,49.26665,-123.18335,Entire home/apt,500.0,5
6599233,"\"Fun on \"\"The Drive\"\"\"",Grandview-Woodland,49.27812,-123.07029,Private room,85.0,2
6611269,Cozy & compact modern bachelor suite,Renfrew-Collingwood,49.25339,-123.03462,Entire home/apt,68.0,30
6629499,2 Bedroom Garden Suite on the Beach!,Kitsilano,49.27309,-123.15217,Entire home/apt,300.0,2
6645469,Edge of Kitsilano/close to UBC,Kitsilano,49.25871,-123.179,Entire home/apt,128.0,2
6653918,Sunny 3 Bedroom Top of House w/ View,Hastings-Sunrise,49.2745,-123.03739,Entire home/apt,149.0,30
6660457,"Heart of Downtown, Gym+Pool, Amazing View!",Downtown,49.28739,-123.12468,Private room,60.0,30
6679736,Joe's apartment in Mount Pleasant,Mount Pleasant,49.25783,-123.10163,Private room,56.0,30
6691660,"Bright, Clean Gastown Apartment",Downtown Eastside,49.28178,-123.10729,Entire home/apt,169.0,2
6692629,"Beautiful, Bright Room In Kitsilano Heritage Home",Kitsilano,49.26669,-123.16026,Private room,125.0,2
6704921,Cozy Mount Pleasant Townhouse,Mount Pleasant,49.25873,-123.09869,Entire home/apt,219.0,3
6730306,"Beautiful, quiet apmt in vibrant neighbourhood.",Grandview-Woodland,49.27542,-123.06611,Entire home/apt,143.0,7
6732143,Modern Micro Suite near Hip Main St,Riley Park,49.24993,-123.09646,Entire home/apt,145.0,2
6759744,"Amazing Location, Great View",Downtown,49.28045,-123.12587,Entire home/apt,138.0,30
6761857,Character home steps to Trout Lake Park,Kensington-Cedar Cottage,49.25862,-123.06643,Entire home/apt,295.0,7
6779680,"Vancouver’s best location, ocean, mountains, views",Downtown,49.27412,-123.12727,Entire home/apt,112.0,30
6798565,Downtown Condo Private Room,Downtown,49.29002,-123.12633,Private room,49.0,30
6808688,"Bright room, Amazing View @Highrise+ Gym & Pool",Downtown,49.28997,-123.12325,Private room,80.0,30
6812180,Roomy 2BR apt in great neighbourhood near Downtown,Downtown Eastside,49.27967,-123.09245,Entire home/apt,145.0,1
6835290,Downtown condo - amazing view and great location,Downtown,49.27997,-123.10743,Entire home/apt,400.0,3
6837847,Central Location Downtown Vancouver,Downtown,49.28003,-123.10789,Entire home/apt,99.0,2
6854409,Spacious heritage 'loft' near VGH,Fairview,49.26239,-123.12846,Entire home/apt,120.0,4
6863617,Heritage Home with Surreal Setting,Downtown Eastside,49.28138,-123.08987,Private room,116.0,2
6867548,Bright 2BDR 2 level Private Laneway Home,Riley Park,49.23462,-123.10673,Entire home/apt,325.0,30
6871805,Spacious 2-bed Private Suite,Kensington-Cedar Cottage,49.24189,-123.08763,Entire home/apt,116.0,1
6897283,Collingwood Cottage near Dunbar,Dunbar Southlands,49.25596,-123.18075,Private room,155.0,30
6939529,Cozy Loft in the heart of Vancouver,Kerrisdale,49.22375,-123.14158,Entire home/apt,87.0,5
6957728,"4 Bedrooms, Downtown, View & amenities",Downtown,49.28072,-123.10835,Entire home/apt,349.0,30
6975013,"Tastefully modern, central location",Mount Pleasant,49.26445,-123.10058,Entire home/apt,151.0,30
6977279,Perfect for families in the summer!,Sunset,49.21732,-123.09387,Entire home/apt,239.0,5
6993905,"WestEndZen, Shared Garden Suite.",West End,49.28451,-123.13417,Private room,79.0,1
